,year,country,교육_초등학교 순취학률,교육_초등학교 이수율,보건_영아 사망률,보건_신생아 사망률,보건_기대 수명,생산_서비스업 부가가치,생산_제조업 부가가치,생산_농작물 생산지수,생산_가축 생산지수,경제_1인당 GDP,빈곤 및 사회복지_빈곤율,빈곤 및 사회복지_1인당 GNI,빈곤 및 사회복지_의료 접근성,환경/기후_재생 에너지 사용률,환경/기후_대기오염 지수,환경/기후_1인당 co2 배출량
30,2014,Cuba,102.776878356934,95.0668487548828,6.0,2.6,77.825,72.8847539119794,15.0875135296648,97.18,98.02,7392.48324633027,,6850.0,4.01,23.2,20.762060268269,2.385693494686896
31,2014,Djibouti,,,67.2,34.5,62.427,80.3757215180893,2.7748356788478,98.53,104.19,2253.14082249768,,,1.2,29.4,42.8427623405981,0.883499531772175
32,2014,Dominica,108.901779174805,103.015556335449,28.3,24.2,71.189,58.2788057653599,4.96087606547191,98.44,100.43,8576.26367623609,,7670.0,3.98,9.9,19.2837003253437,0.9506486862859336
33,2014,Dominican Republic,108.064552307129,95.2857208251953,35.0,24.3,73.145,60.4426676510354,13.1566722596838,97.53,94.6,6430.27811051339,,6230.0,1.53,17.3,18.9396637119659,2.103023713376572
34,2014,Ecuador,105.968299865723,105.808296203613,15.9,7.5,76.141,52.8341973543552,13.1351000392395,99.16,104.69,6055.04172761485,22.5,6190.0,1.54,12.2,20.2791788990402,2.6530883078921
35,2014,"Egypt, Arab Rep.",94.0423736572266,,24.1,12.8,69.911,52.320985915493,16.7744460093897,99.07,102.59,3235.66246235257,,3000.0,1.37,5.4,66.1214960792046,2.389995046994086
36,2014,El Salvador,106.597427368164,94.1715774536133,15.2,6.7,71.144,59.4191153461598,16.0762379572505,101.06,97.53,3713.94992016222,,3480.0,1.37,24.0,23.5624481373706,1.104713566787361
37,2014,Equatorial Guinea,,,96.6,32.9,60.228,29.01926071002,20.1256330691071,97.57,100.25,10363.4872473549,,10610.0,,4.9,29.8573749067307,4.084716122266451
38,2014,Eritrea,77.2526092529297,56.9248275756836,47.8,20.1,65.517,,,100.72,99.85,,,,1.15,80.5,35.7775635476002,0.1924286623074057
39,2014,Eswatini,125.207389831543,86.5009765625,61.7,25.5,53.491,49.1766375595425,30.4085916451641,101.71,100.82,3371.35427308353,,3900.0,,68.3,20.7815505074161,0.8644731712339797
40,2014,Ethiopia,96.1562440354136,52.5954093933105,68.2,34.7,62.927,39.8920084959331,3.99132524576571,95.98,98.82,578.632922927814,,530.0,,91.4,29.7131511992912,0.1226773986726678
41,2014,Fiji,96.0214244931621,95.7620697021484,20.6,8.2,66.581,55.5436806354039,10.6541141929421,107.17,108.3,4883.24300436249,,4740.0,1.89,33.2,12.1427162201265,1.699025158432189
42,2014,Gabon,,,45.7,21.6,66.07,32.6789965337499,17.393405866881,99.09,98.81,6998.60545439576,,8880.0,,81.3,26.2746903969533,3.167257969701764
43,2014,"Gambia, The",76.7958409457882,60.5978355407715,61.8,29.9,62.576,56.4387318873601,6.51178104456846,97.31,99.54,611.879472952196,,600.0,1.04,53.2,50.9583278982684,0.2239749266352757
44,2014,Georgia,109.708587646484,108.327568054199,10.9,7.3,73.105,61.1488430742072,9.21055324380556,100.78,99.4,3960.35080091901,23.5,4850.0,3.09,30.7,20.9791754789627,2.644825233222222
45,2014,Ghana,97.8936254890401,89.2414321899414,54.8,25.6,62.832,37.4136837490477,11.0199488260173,99.33,95.85,1726.36930134647,,1830.0,0.71,47.7,43.9627293584075,0.5348376796866597
46,2014,Grenada,103.224533081055,,17.2,11.1,75.045,68.276013392712,3.42091148457563,94.36,99.18,8206.62862112333,,7170.0,3.42,11.0,23.3249292849377,0.9629201275715836
47,2014,Guatemala,105.432632446289,86.1878128051758,29.4,13.8,70.942,60.8986001593393,14.0766490170415,96.52,97.09,3809.61576952923,,3460.0,0.62,66.2,26.7327979035299,0.9267602894451982
48,2014,Guinea,96.1610717773438,64.0024795532227,115.6,34.2,57.581,43.3533895682141,11.0824935422383,95.56,95.85,738.272274481308,,730.0,,78.6,39.8496366263944,0.2073664917504901
49,2014,Guinea-Bissau,,,95.3,40.1,59.476,43.7615995372166,9.34358994488158,93.88,101.87,623.610159103365,,660.0,,87.3,43.5593468461234,0.1965399322965306
50,2014,Guyana,91.8280268330104,,34.0,20.7,67.334,44.7833250406031,6.04622180080549,93.13,96.84,5635.71704117947,,5640.0,1.75,24.0,24.2311867349748,2.738027840350875
51,2014,Haiti,,,71.9,27.4,62.969,51.8125576630482,16.6212186395581,102.73,97.95,1411.76834802154,,1460.0,,77.8,20.7584161756086,0.3111661887540386
52,2014,Honduras,89.2037887573242,74.9632797241211,21.2,12.2,71.032,60.1539431811467,17.2545874850923,91.88,96.02,2229.24772232218,62.8,1980.0,0.61,52.2,24.197048630279,1.095251724516122
53,2014,India,111.584541320801,99.0280990600586,46.3,27.1,68.932,47.8224137556558,15.0655701107589,101.33,94.94,1484.31640682913,,1540.0,1.73,33.9,79.0373957134889,1.709121301034638
54,2014,Indonesia,110.910578364806,109.713562011719,28.6,14.6,69.292,42.2421853142869,21.0751760505565,99.7,94.06,3170.72103011429,11.3,3570.0,1.05,29.3,18.5354648917633,1.951327933420716
55,2014,"Iran, Islamic Rep.",111.849983215332,,16.1,10.4,75.635,49.3556902392447,15.5847556165887,98.58,107.02,5093.20319702186,,6660.0,1.81,0.9,36.3710361542807,7.808146409087037
56,2014,Iraq,,,30.4,17.3,69.679,40.1122330492623,1.87706381634762,144.82,111.48,4446.97343234862,,6440.0,1.1,1.0,37.7947333258122,3.783509624430428
57,2014,Jamaica,96.3857269287109,94.071418762207,18.7,14.5,72.357,63.637141895437,8.1287214565378,100.3,94.93,5032.44261647028,20.0,5060.0,1.69,11.9,16.4597152483621,2.572063560470178
58,2014,Jordan,97.6110076904297,94.376838684082,16.9,10.0,74.606,60.0883163094394,18.8479383295667,88.57,99.43,4282.11872849239,,3980.0,1.43,3.1,30.2022455384946,2.939291673633457
59,2014,Kazakhstan,100.797012415934,102.490600585938,13.0,6.2,71.415,54.8385964696408,10.3182436278483,93.3,96.97,10226.7100539683,,11720.0,5.98,1.3,23.8358367012493,13.03847014122192
60,2014,Kenya,107.898483276367,99.568962097168,48.8,23.6,61.99,56.9548463607011,10.0650334327975,101.59,103.41,1450.59338202277,,1250.0,,71.8,23.7513870283134,0.3560822419450945
61,2014,Kiribati,110.187141418457,102.691970825195,58.4,23.5,65.869,60.4057854650475,5.15857281540726,89.61,98.55,1492.8508200481,,3260.0,,48.0,10.9972287903393,0.5263340443612021
62,2014,"Korea, Dem. People's Rep.",,,22.6,12.1,72.451,,,104.06,98.66,,,,,18.5,44.199470157423,1.637761616693113
63,2014,Kyrgyz Republic,101.615259986954,99.4905700683594,23.5,14.0,70.4024390243902,50.6119382870719,13.6761967985545,90.44,97.74,1088.58214229508,30.6,1230.0,4.74,26.6,30.5484635194377,1.68326391766804
64,2014,Lao PDR,117.479162085855,100.343330383301,55.8,25.4,66.35,44.1576786053302,8.42769528413766,90.44,84.49,2006.31195444447,,1810.0,1.09,58.2,21.3928997917018,0.6545110285100845
65,2014,Lebanon,,,12.5,7.4,78.148,73.7326618919194,7.53256666556356,93.97,98.43,7830.4151113336,,7440.0,2.85,4.2,20.3631198495282,3.933754425326021
66,2014,Lesotho,110.812823540096,80.4921646118164,78.2,34.7,50.786,53.0682808394329,12.250538441436,114.24,101.75,1100.04993684215,,1330.0,,43.2,26.801156032785,0.2888337950924215
67,2014,Liberia,92.6740338678077,58.0902557373047,95.0,33.4,59.21,40.7273599259933,,90.47,99.01,707.157694930142,54.1,620.0,,91.2,34.3461135841224,0.2596897263168688
68,2014,Libya,,,13.9,7.4,71.3,67.8416782304827,4.56529868891668,100.06,100.56,7644.24843947404,,9130.0,3.7,2.3,36.2943652311609,9.615120116653276
69,2014,Madagascar,141.730607080687,67.4706878662109,66.2,24.2,63.261,50.8124409881822,9.03893525393852,101.75,97.76,443.343869908205,,500.0,0.32,82.2,15.00220058015,0.1265205932334661
70,2014,Malawi,139.086660817935,76.8393478393555,60.2,23.7,61.651,52.6198508476428,,105.77,90.62,539.562601918057,,530.0,,82.8,25.9973398435068,0.2991058950140474
71,2014,Malaysia,99.8202937985971,100.00846862793,8.1,4.1,75.345,50.1226904594272,22.8739302431305,101.21,94.65,9341.73055971278,,10840.0,1.86,3.0,17.1052502297433,8.192060127956816
72,2014,Maldives,96.8026029307434,94.6606369018555,10.5,5.9,78.187,75.4050928515842,1.98497323914953,98.07,98.4,9612.07862077246,,7720.0,,1.2,11.7258427261492,5.301764676016701
73,2014,Mali,73.4566497802734,50.7712593078613,119.0,37.4,57.482,40.5267167514301,10.0398469883581,89.18,92.39,816.004655542979,46.9,910.0,0.25,84.6,56.4785819386307,0.16194543621357
74,2014,Marshall Islands,,,36.6,17.1,65.11,70.9195698924731,6.13822580645161,83.33,,3620.77275283155,,4560.0,,12.2,10.5406282383918,0.0020081934291911
75,2014,Mauritania,93.5205764770508,66.885986328125,50.4,26.1,66.207,44.3634547026997,7.41409391870427,108.91,95.56,1520.64621634902,34.3,1780.0,,31.0,64.1516470310952,0.6988151790535256
76,2014,Mauritius,97.2874984741211,93.2743911743164,14.7,9.2,74.1943902439024,64.9447609722469,13.5241325736666,103.38,101.71,9181.61575362564,,10460.0,3.43,10.6,9.44659217541541,3.163554306664722
77,2014,Mexico,108.573143005371,111.539886474609,16.8,8.3,74.404,60.0782705572122,18.2289217305258,97.86,97.79,9862.4812527519,,10950.0,1.02,9.8,19.667850241261,4.014016499212697
78,2014,Moldova,107.428909301758,109.125480651855,15.8,11.7,70.241,51.5066274945247,10.0691324765555,104.33,93.79,2737.80185056647,,3730.0,6.03,24.3,18.7371163449526,2.812673318601799
79,2014,Mongolia,100.203521728516,,20.4,9.8,70.5831707317073,45.8242152655518,8.77729309296388,120.19,80.7,3830.35892049593,,4180.0,7.09,3.3,32.6310214465256,6.590568770073905
80,2014,Montenegro,,,4.5,2.6,76.3390243902439,58.5542415358125,3.88001811492567,87.34,98.65,6287.46282384571,24.4,7300.0,3.86,46.0,22.8933751545525,
81,2014,Morocco,108.563468933105,95.4183883666992,24.7,15.3,72.522,54.7549862499925,15.3452879513188,101.96,95.99,3051.458984375,,3330.0,1.1,11.1,22.5756463722019,1.737988082367435
82,2014,Mozambique,113.872619628906,51.2974395751953,79.2,26.5,57.965,47.4439817727919,8.22056509258821,102.31,108.9,585.266716133984,48.4,710.0,0.8,81.2,21.6145857091373,0.2245305315649724
83,2014,Myanmar,113.224067687988,,53.4,25.6,64.994,37.6804826288063,19.9307583033707,99.86,93.58,1099.24387750099,,1260.0,0.93,72.0,31.2218892689358,0.3500143661508625
84,2014,Namibia,,,53.1,26.8,59.311,57.7023463281603,9.90856529052312,100.72,103.37,4701.95694189098,,5690.0,,30.2,21.055359356351,1.702233299987587
85,2014,Nauru,108.379119873047,112.962959289551,19.3,10.5,60.834,,,99.16,99.66,7649.08971293174,,12540.0,,0.0,5.44762950932866,0.0
86,2014,Nepal,141.936632219033,107.687812805176,40.1,24.2,67.812,49.5640197511958,5.61219116107175,98.0,96.67,846.665541773599,,860.0,0.27,84.0,75.117974167847,0.2656729438064033
87,2014,Nicaragua,110.615097409159,,19.4,11.3,72.792,48.5497818405039,14.7329134994098,95.92,98.88,2006.64869646533,29.6,1850.0,0.94,53.0,20.337626285854,0.8079793066569609
88,2014,Niger,72.2660064697266,59.7920684814453,127.4,34.7,58.693,37.0689591319954,8.48320463944569,90.03,89.48,482.74524741946,,590.0,0.29,78.1,71.6549794121069,0.1145925493298287
89,2014,Nigeria,87.4456405639648,,127.9,37.3,51.94,54.1531280154165,9.63581160269249,95.08,99.84,2583.6155695814,,2870.0,,79.9,48.1823551711454,0.663324079369472
90,2014,North Macedonia,95.9001388549805,95.4361267089844,11.1,7.9,75.4512195121951,53.8266326277266,10.9514035376996,91.64,101.49,5053.75001236367,21.5,5630.0,4.32,21.2,33.7775349314159,4.35522907532866
91,2014,Pakistan,74.3189018516843,56.9134712219238,78.0,46.3,65.374,51.5633070162566,13.4140262892618,102.34,97.91,1343.30778121043,,1250.0,0.48,47.2,71.7121701033462,0.789553024116013
92,2014,Palau,108.686996459961,98.7341766357422,20.8,11.1,69.062,78.1015518811958,0.997711350508829,,,14546.652453983,,12660.0,,0.3,7.36831173894939,71.56082416031613
93,2014,Panama,99.1061172485352,97.2036666870117,17.3,7.4,77.365,67.3055610797177,6.46788654828594,99.47,99.49,13611.5490809559,25.6,11520.0,2.05,19.8,14.8554074199235,2.766937445867926
94,2014,Papua New Guinea,,70.7155838012695,53.0,24.6,64.198,44.4755050929294,2.12822917470014,99.8,97.97,2391.3578028163,,2790.0,,56.9,16.3724587034254,0.6496085325163863
95,2014,Paraguay,104.269415889239,98.0202484130859,23.0,12.2,73.415,47.1154467111251,18.7675100760167,98.79,101.71,5794.47644401603,27.2,6280.0,0.89,62.5,11.4592064094704,0.9769826441053931
96,2014,Peru,100.492309570312,99.3495483398438,17.9,8.4,75.26,52.3928980547013,13.9596976357841,97.97,97.76,6103.91864749969,22.7,6520.0,1.59,28.6,32.9197109468005,1.767954164697326
97,2014,Philippines,109.671516584806,97.591926574707,28.0,13.4,69.311,56.6808739042732,20.5750839907396,102.04,97.2,2776.92005909479,,3220.0,0.94,32.4,20.3368824432152,1.002138152997004
98,2014,Rwanda,138.315811157227,64.2973022460938,49.6,20.5,65.088,49.2213441044684,6.81723322004657,97.24,94.64,690.61039542404,,720.0,0.71,88.0,31.8689793191915,0.0842076957738735
99,2014,Samoa,104.465178273909,98.2911376953125,18.7,7.5,71.142,67.3450833690281,6.89993046951613,128.29,97.03,3967.23730470679,,3830.0,,41.4,12.5788519302582,1.431735129001135
100,2014,Senegal,85.126091003418,60.9127883911133,53.9,26.1,66.001,53.6085329173623,16.9974155601834,80.07,95.35,1180.7987108505,,1370.0,,42.5,54.8894665378893,0.5922865734008983
101,2014,Serbia,102.185791015625,102.578323364258,6.6,4.2,75.3365853658537,52.074015215271,18.2206993895186,98.78,96.33,5716.5404784933,26.7,6450.0,5.22,23.2,28.0367329195926,
102,2014,Seychelles,118.250129699707,120.41667175293,14.5,8.8,73.2292682926829,64.8365134500149,7.26865319905086,95.33,94.89,14395.6158118771,,13340.0,3.08,1.4,9.06745868961229,10.16539147757747
103,2014,Sierra Leone,,,136.8,35.3,54.281,41.7591459134724,5.23858699050427,110.39,103.46,1032.23789355905,,970.0,,73.0,36.2193735145078,0.175950008616446
104,2014,Solomon Islands,111.330538634528,85.9051971435547,25.3,10.3,68.984,48.112240236338,9.87482614742698,98.9,100.31,2085.15500132222,,2090.0,,45.9,13.6743436010117,0.6068976249294871
105,2014,Somalia,,,137.8,41.0,54.442,,,101.08,100.48,417.516796906395,,410.0,0.87,94.6,25.4404864168862,0.0581281549648333
106,2014,South Africa,109.028793334961,,39.6,11.7,63.184,64.0117818477066,12.4807113856549,107.89,98.36,6155.00589462516,55.5,7230.0,,7.6,24.5484834922425,8.70671122380103
107,2014,South Sudan,,,182.3,41.9,45.625,45.7040840248141,2.67583561781046,98.25,98.5,1197.09491969479,,1170.0,,29.4,31.496531102241,
108,2014,Sri Lanka,97.4337516057892,95.3030700683594,9.2,5.6,75.757,54.6273859128379,17.1564291869155,97.76,92.18,3929.92062023571,,3810.0,3.77,54.2,19.7831265390581,0.8604822408316489
109,2014,St. Lucia,97.4298324584961,98.1069030761719,17.5,12.3,72.676,75.1996696874735,2.53959515541628,102.31,99.19,10369.9382566513,,9040.0,,11.7,22.2578153815924,1.019306527007316
110,2014,St. Vincent and the Grenadines,114.252893124574,109.726264953613,17.9,10.4,70.355,65.4117601841042,4.68524043566202,102.13,100.48,7116.35480304653,,6860.0,2.46,3.3,22.4680502987672,0.8555354070767657
111,2014,Sudan,76.3096008300781,61.4608383178711,66.4,29.7,63.99,46.0569229388561,,106.91,98.8,1307.3896484375,,1130.0,0.8,63.7,49.516943286103,0.4769324455988023
112,2014,Suriname,106.18824005127,83.1010131835938,21.1,13.2,70.33,52.2608997340118,16.3524921938244,102.88,95.91,9224.24378410547,,8900.0,2.96,12.8,25.5794924051723,4.554610661258002
113,2014,Syrian Arab Republic,,,35.3,10.6,65.492,53.6446463483332,,85.07,103.24,847.659877206276,,1070.0,1.5,2.7,25.7324188924062,1.331052278229598
114,2014,Tajikistan,90.5261611938477,90.5764007568359,31.2,16.8,69.697,41.1105011545958,7.61766542724491,98.91,76.57,925.970961482804,,1320.0,4.65,45.9,46.6700130134501,0.5659095095490478
115,2014,Tanzania,85.9815352325255,,56.7,23.7,63.364,41.2956954905769,9.12010900018828,99.52,97.04,913.811218261719,,970.0,0.68,84.7,24.2244900980476,0.2235682614655147
116,2014,Thailand,105.393020629883,,12.3,6.8,76.279,53.1480380193834,27.5735009565918,103.13,101.62,5541.46599361845,10.5,5620.0,2.15,24.4,29.9705384622081,3.878392056370561
117,2014,Timor-Leste,127.97853981032,96.3889007568359,62.3,25.4,65.027,63.4872989617109,0.776623601277537,104.53,93.83,1312.96494079465,41.8,2700.0,,18.1,16.8069047821014,0.6294932832897455
118,2014,Togo,124.292701721191,83.5751419067383,78.1,27.4,58.766,48.4581937462063,16.1808840672593,102.38,93.89,730.291525419946,,850.0,0.63,81.4,43.0636342660236,0.2319988758706984
119,2014,Tonga,117.461517317207,,12.2,5.2,71.721,54.0689049756363,6.23582372065648,94.25,100.12,4058.81584447473,,4360.0,,1.7,12.0913822122592,1.236293371103753
120,2014,Tunisia,105.901481628418,97.0216369628906,18.3,12.1,74.784,57.5059874486204,14.5464536962829,86.95,96.76,4021.60476871861,,4310.0,1.77,12.9,25.1638447684439,2.678803308909618
121,2014,Turkiye,111.935722351074,99.0791091918945,14.0,6.8,76.452,53.8279199476327,16.7716970232894,94.98,99.04,10556.1170411504,14.7,12630.0,2.65,11.5,23.4874858374985,4.60410113855215
122,2014,Turkmenistan,,,42.5,23.4,69.001,31.0349553384283,,92.25,95.8,5533.03528846527,,6480.0,3.78,0.1,25.0725134160111,10.40010811019009
123,2014,Tuvalu,108.473281860352,99.0430603027344,27.1,12.9,65.278,,,98.97,98.45,3035.24325598472,,4750.0,,0.7,5.51778327103482,0.0
124,2014,Uganda,112.744294802519,58.9814910888672,59.1,22.7,63.057,44.0459519330973,15.6338628298848,103.15,97.77,845.978664791099,,830.0,,92.4,34.111616669843,0.1273260439967656
125,2014,Ukraine,95.472038269043,96.2149429321289,9.8,5.8,71.803,54.1589184045774,12.2281281606135,100.14,103.98,2308.6435546875,,3500.0,7.44,3.5,18.4263235330655,5.856825337300353
126,2014,Uruguay,109.459808349609,100.997627258301,9.3,5.1,77.194,59.0956557074816,12.143302174234,107.55,99.9,17122.0364563225,,17140.0,2.47,56.7,10.4423977068601,1.998638991232696
127,2014,Uzbekistan,96.7769517984519,96.423583984375,21.4,11.8,70.973,39.3947149528111,12.6883574975987,95.4,93.77,2659.99075095273,,2650.0,4.3,1.4,39.4888403264479,3.732002858485827
128,2014,Vanuatu,,,19.0,10.7,70.043,62.1974276356083,3.48973450856123,104.56,107.97,2807.83422956759,,3030.0,,31.5,13.9111416387808,0.6736089763295421
129,2014,"Venezuela, RB",100.504531860352,95.7765121459961,18.3,11.5,72.837,51.6674781595521,12.0733564315826,107.27,104.52,,29.5,12990.0,0.79,12.1,19.2869938244399,6.343541312230989
130,2014,Viet Nam,105.519124969557,99.0810852050781,22.2,11.3,73.886,40.9236092881482,20.371229229791,99.4,94.56,2439.28655744423,,2390.0,2.43,36.7,20.4035064934273,1.950599074528899
131,2014,"Yemen, Rep.",,,48.4,24.6,68.003,38.4351681647049,,108.59,107.48,1950.16254490231,48.6,1250.0,0.58,0.8,38.0825068778276,0.9380635922169656
132,2014,Zimbabwe,102.422207446296,87.2493515014648,61.8,26.8,58.106,57.5909768080691,12.5907477951336,109.52,93.85,1380.54927116793,,1270.0,2.0,80.8,23.4292525344579,0.8867024476540644
133,2015,Afghanistan,106.182418823242,,72.4,41.8,62.27,53.2352934986503,11.4200060049012,95.65,96.68,565.569730408751,,590.0,0.44,17.7,73.4908176326415,0.2467060245513654
134,2015,Albania,105.688652038574,98.7887878417969,9.6,6.0,78.358,42.8778647519282,6.2759154301457,99.91,100.24,3981.72662261867,,4410.0,2.85,38.5,19.121557306579,1.688303167664282
135,2015,Algeria,110.842269897461,98.1254730224609,24.9,15.2,75.159,52.1103711658838,7.11001759889613,101.74,97.56,4685.05902729002,,5390.0,1.64,0.1,25.6188658260447,4.119541236979576
136,2015,Angola,119.14225769043,,88.2,30.7,61.042,48.6598885686327,5.68514480307257,100.89,99.8,3213.90261080059,,3920.0,,47.1,25.0021502571501,1.175429271848601
137,2015,Antigua and Barbuda,109.831062316895,100.388198852539,11.0,6.5,76.892,73.0844247026056,2.80170359243638,101.02,98.46,16077.6340769406,,14550.0,4.01,0.4,19.7963197860936,3.252468990817479
138,2015,Argentina,113.778198242188,106.053131103516,11.7,6.8,76.6,55.8149012843362,14.1815854549835,104.14,103.14,13679.6264980954,,12500.0,4.97,9.4,14.6245514656634,4.513930258132735
